num_rows,time
1000,0.24648354099917924
2000,0.633504922996508
3000,1.3863510230003158
4000,2.1039644589982345
5000,3.2535629449994303
6000,4.770898557995679
7000,7.32063146600558
8000,10.36455505900085
9000,8.9465863469959
10000,12.951248261000728
15000,24.753933733998565
20000,55.357308673999796
25000,70.08444050500111
30000,118.13078411700553
60000,398.47044540200295
